            x [m]            y [m]            z [m]         Ex [V/m]         Ey [V/m]         Ez [V/m]
         0.381094        0.0156997                0     -3.72858e+06           204947          -2314.1
          0.38136         0.016656                0     -3.73387e+06           247362         -1245.49
         0.381626        0.0176123                0     -3.73916e+06           289777         -176.877
         0.381891        0.0185686                0     -3.73261e+06           346021          1150.01
         0.382157        0.0195249                0     -3.71037e+06           397960          2009.41
         0.382423        0.0204812                0     -3.68424e+06           449908          1180.84
         0.382689        0.0214375                0     -3.65186e+06           487009         -479.295
            0.391        0.0143423                0     -5.75977e+06      1.40281e+06         -3018.97
          0.39125        0.0152995                0     -5.19271e+06       1.3073e+06          1346.47
           0.3915        0.0162568                0      -4.6951e+06      1.22122e+06          4614.35
          0.39175         0.017214                0     -4.52202e+06      1.17919e+06          2753.26
            0.392        0.0181712                0     -4.34894e+06      1.13715e+06          892.129
          0.39225        0.0191284                0     -4.16997e+06      1.02259e+06          580.933
           0.3925        0.0200856                0     -3.98345e+06           815181          2253.25
          0.39275        0.0210428                0     -3.79694e+06           607777          3925.52
            0.393            0.022                0     -3.61042e+06           400370          5597.83
          0.31051           0.0175                0          18.5741         -6.15168         -6.93482
         0.310634        0.0178125                0          12.2385         -1.34284         -4.26703
         0.310757         0.018125                0          5.90072          3.46649         -1.59813
         0.310881        0.0184375                0        -0.437071          8.27582          1.07077
         0.311005          0.01875                0         -6.77456          13.0854          3.73949
         0.311129        0.0190625                0         -13.1124          17.8948          6.40839
         0.311252         0.019375                0         -19.4502          22.7041          9.07728
         0.311376        0.0196875                0          -25.788          27.5134          11.7462
           0.3115             0.02                0         -32.1258          32.3228          14.4151
         0.320821        0.0180625                0     -3.62916e+06           604660          6263.56
         0.320929        0.0183828                0     -3.65284e+06           609231          5952.83
         0.321038        0.0187031                0     -3.67802e+06           616563          5552.37
         0.321146        0.0190234                0     -3.70321e+06           623893          5151.86
         0.321254        0.0193437                0      -3.7284e+06           631222          4751.35
         0.321363        0.0196641                0     -3.75359e+06           638554          4350.87
         0.321471        0.0199844                0     -3.77878e+06           645884          3950.36
         0.321579        0.0203047                0     -3.80397e+06           653213          3549.85
         0.321688         0.020625                0     -3.82916e+06           660545          3149.39
         0.331132         0.018625                0     -4.04375e+06           163229          7090.08
         0.331225        0.0189531                0      -4.0545e+06           161577          7961.43
         0.331318        0.0192812                0     -4.06526e+06           159924          8832.78
         0.331411        0.0196094                0     -4.07797e+06           156723          7082.72
         0.331504        0.0199375                0     -4.09127e+06           153053          4543.51
         0.331597        0.0202656                0     -4.10456e+06           149385          2004.13
         0.331689        0.0205938                0     -4.11786e+06           145715          -535.06
         0.331782        0.0209219                0     -4.13116e+06           142045         -3074.27
         0.331875          0.02125                0     -4.14545e+06           137603          -5111.1
         0.341444        0.0191875                0     -3.98743e+06          -125805         -3484.93
         0.341521        0.0195234                0     -3.99148e+06          -134735         -3797.66
         0.341598        0.0198594                0     -3.99553e+06          -143667         -4110.39
         0.341676        0.0201953                0     -3.99958e+06          -152597         -4423.12
         0.341753        0.0205313                0     -4.00363e+06          -161528         -4735.84
          0.34183        0.0208672                0     -4.00636e+06          -169979         -5123.94
         0.341908        0.0212031                0      -4.0072e+06          -177740         -5620.26
         0.341985        0.0215391                0     -4.00804e+06          -185501         -6116.56
         0.342062         0.021875                0     -4.00887e+06          -193263         -6612.88
         0.351755          0.01975                0     -3.69442e+06          -204960           1868.4
         0.351817        0.0200938                0     -3.69408e+06          -210978          1924.65
         0.351879        0.0204375                0     -3.69374e+06          -216996          1980.91
         0.351941        0.0207813                0     -3.69341e+06          -223013          2037.21
         0.352002         0.021125                0     -3.69307e+06          -229031          2093.47
         0.352064        0.0214688                0     -3.69273e+06          -235049          2149.77
         0.352126        0.0218125                0     -3.69239e+06          -241067          2206.02
         0.352188        0.0221562                0     -3.69206e+06          -247085          2262.28
          0.35225           0.0225                0     -3.69172e+06          -253103          2318.59
         0.362066        0.0203125                0     -3.43555e+06          -126479          5379.33
         0.362113        0.0206641                0     -3.42847e+06          -130987          5423.25
         0.362159        0.0210156                0     -3.42072e+06          -135079          5407.76
         0.362205        0.0213672                0     -3.41298e+06          -139172           5392.3
         0.362252        0.0217187                0     -3.40524e+06          -143264          5376.83
         0.362298        0.0220703                0      -3.3975e+06          -147357          5361.34
         0.362345        0.0224219                0     -3.38976e+06          -151449          5345.87
         0.362391        0.0227734                0     -3.38202e+06          -155542           5330.4
         0.362438         0.023125                0     -3.37428e+06          -159634          5314.94
         0.372377         0.020875                0     -3.38943e+06           101352         -14201.8
         0.372408        0.0212344                0     -3.37581e+06           101113         -11534.6
         0.372439        0.0215937                0     -3.36218e+06           100873         -8867.36
          0.37247        0.0219531                0     -3.34856e+06           100634         -6200.15
         0.372501        0.0223125                0     -3.33493e+06           100395         -3532.93
         0.372532        0.0226719                0     -3.32131e+06           100156         -865.675
         0.372563        0.0230312                0     -3.30768e+06          99916.4          1801.54
         0.372594        0.0233906                0     -3.29406e+06            99677          4468.75
         0.372625          0.02375                0     -3.28043e+06          99437.6          7135.96
         0.382689        0.0214375                0     -3.65186e+06           487009         -479.295
         0.382704        0.0218047                0     -3.63433e+06           497071         -1030.75
          0.38272        0.0221719                0     -3.61681e+06           507134          -1582.2
         0.382735        0.0225391                0     -3.59928e+06           517197         -2133.69
         0.382751        0.0229062                0     -3.58176e+06           527259         -2685.13
         0.382766        0.0232734                0     -3.56568e+06           539633         -2186.46
         0.382782        0.0236406                0     -3.54891e+06           553747         -1939.28
         0.382797        0.0240078                0     -3.52965e+06           569005         -2052.88
         0.382813         0.024375                0      -3.5074e+06           581243         -2179.46
            0.393            0.022                0         -1.17504         0.701024        -0.150049
            0.393         0.022375                0          -154332          2964.53          78.0377
            0.393          0.02275                0          -308662          5928.34          156.225
            0.393         0.023125                0          -462992          8892.17          234.413
            0.393           0.0235                0          -617322            11856            312.6
            0.393         0.023875                0          -771653          14819.8          390.788
            0.393          0.02425                0          -925983          17783.6          468.976
            0.393         0.024625                0     -1.08031e+06          20747.4          547.163
            0.393            0.025                0     -1.23464e+06          23711.3          625.351
           0.3115             0.02                0     -2.83794e+06      1.14314e+06       -0.0297648
         0.312412         0.022225                0     -3.05634e+06      1.24781e+06          4.86858
         0.313325          0.02445                0         0.318108           8.3003         -27.0516
         0.314237         0.026675                0     -3.52756e+06      1.44605e+06         -200.356
          0.31515           0.0289                0      -3.7919e+06      1.55483e+06         -309.585
         0.316063         0.031125                0     -4.11524e+06       1.6905e+06         -283.255
         0.316975          0.03335                0     -4.51812e+06      1.85358e+06         -511.821
         0.317887         0.035575                0     -5.11408e+06      2.07386e+06         -822.473
           0.3188           0.0378                0     -6.01662e+06       2.3812e+06          -1042.5
         0.321688         0.020625                0     -3.82916e+06           660545          3149.39
         0.321926        0.0226596                0     -3.96702e+06           702400          3103.85
         0.322354        0.0247197                0     -4.14978e+06           741203          155.005
         0.322969        0.0267914                0     -4.36189e+06           739737          852.527
          0.32377        0.0288604                0     -4.59908e+06           691596         -10687.9
         0.324753        0.0309121                0     -4.84654e+06           608567          1828.55
         0.325909        0.0329324                0     -5.13402e+06           424460         -2772.97
         0.327228        0.0349077                0     -5.33722e+06           173336         -15266.3
           0.3287         0.036825                0     -5.45231e+06          -213326          2124.69
         0.331875          0.02125                0     -4.14545e+06           137603          -5111.1
         0.331595        0.0231012                0     -4.24895e+06           126334         -6083.59
         0.331637         0.024997                0     -4.36189e+06           100130         -4485.01
         0.332011         0.026912                0     -4.46259e+06          35453.3          561.918
         0.332718        0.0288193                0     -4.55931e+06         -37652.4          3442.39
         0.333752        0.0306917                0     -4.60882e+06          -188659          -4258.9
         0.335094        0.0325031                0     -4.61957e+06          -340243         -5897.22
         0.336721        0.0342295                0     -4.56439e+06          -514561          4233.44
           0.3386          0.03585                0     -4.48179e+06          -658145          3448.43
         0.342062         0.021875                0     -4.00887e+06          -193263         -6612.88
         0.341423        0.0235501                0     -4.04798e+06          -214110         -8201.83
         0.341186        0.0252822                0     -4.09755e+06          -253697         -8018.77
         0.341379        0.0270369                0     -4.12921e+06          -305466         -3719.28
         0.342012        0.0287766                0     -4.13918e+06          -367447          457.086
         0.343076        0.0304633                0     -4.14017e+06          -483734          3586.73
         0.344543        0.0320615                0      -4.0476e+06          -556521             4919
          0.34637        0.0335401                0     -3.91265e+06          -614750          4762.97
           0.3485         0.034875                0     -3.76111e+06          -661426          4493.77
          0.35225           0.0225                0     -3.69172e+06          -253103          2318.59
         0.351413        0.0240064                0     -3.72152e+06          -287651          896.515
         0.351013        0.0255758                0     -3.73262e+06          -320747         -107.226
         0.351094        0.0271664                0     -3.70822e+06          -352644         -1162.57
         0.351674        0.0287322                0     -3.65696e+06          -383788         -2517.87
         0.352744        0.0302265                0     -3.58509e+06          -415599         -1653.25
         0.354267         0.031607                0     -3.49849e+06          -440160         -1071.96
         0.356178        0.0328394                0     -3.40026e+06          -457084         -778.427
           0.3584           0.0339                0     -3.29629e+06          -458183         -2472.17
         0.362438         0.023125                0     -3.37428e+06          -159634          5314.94
          0.36157        0.0244704                0     -3.38011e+06          -194985          6034.99
         0.361129         0.025878                0     -3.36808e+06          -227613          4269.18
         0.361172        0.0273008                0     -3.33776e+06          -254464          619.194
         0.361725         0.028686                0     -3.29056e+06          -271685         -3656.45
         0.362776        0.0299808                0     -3.24372e+06          -266096         -2763.43
         0.364277        0.0311391                0     -3.17618e+06          -239562          -1166.2
          0.36615         0.032127                0     -3.09177e+06          -196804            483.1
           0.3683         0.032925                0     -3.00402e+06          -143630          3084.13
         0.372625          0.02375                0     -3.28043e+06          99437.6          7135.96
         0.371898        0.0249421                0     -3.24617e+06          71753.7          14819.3
         0.371549        0.0261892                0     -3.21268e+06          51766.5          20162.6
         0.371637        0.0274403                0     -3.16074e+06          39145.8          15210.2
         0.372189        0.0286379                0      -3.1009e+06          43768.9          5647.77
         0.373191        0.0297257                0     -3.04834e+06          74381.2         -144.188
         0.374586        0.0306573                0     -3.00026e+06           129603         -1765.66
          0.37629        0.0314026                0     -2.94166e+06           209657          604.132
           0.3782          0.03195                0     -2.91192e+06           333238          6881.28
         0.382813         0.024375                0      -3.5074e+06           581243         -2179.46
         0.382401        0.0254219                0     -3.41953e+06           585122         -4721.44
         0.382284        0.0265099                0     -3.33767e+06           599054         -3941.42
          0.38251        0.0275853                0     -3.26761e+06           624414          441.627
         0.383093        0.0285878                0      -3.2088e+06           685821          3935.39
         0.384012        0.0294606                0     -3.16373e+06           782514           1510.9
         0.385209        0.0301608                0     -3.13466e+06           908110         -3673.23
         0.386602        0.0306658                0     -3.09356e+06      1.08394e+06         -1943.13
           0.3881         0.030975                0     -3.10647e+06      1.27852e+06          -1712.3
            0.393            0.025                0     -1.23464e+06          23711.3          625.351
         0.393083        0.0259098                0     -5.62565e+06      1.27366e+06             3070
         0.393351        0.0268405                0     -5.97227e+06      2.39756e+06          9060.72
         0.393815         0.027736                0     -5.21648e+06      3.34561e+06          5295.63
         0.394464        0.0285355                0      -4.4522e+06      4.36235e+06           1194.8
         0.395264         0.029185                0     -3.21581e+06      4.58885e+06          -2878.5
          0.39616        0.0296489                0     -2.01004e+06      4.87734e+06         -11672.7
          0.39709        0.0299165                0     -1.05625e+06      4.38588e+06         -10833.2
            0.398             0.03                0          -124217      3.96516e+06         -11491.5
            0.416             0.03                0         -34996.5           649618          285.897
            0.416          0.04225                0          -452623           534474         -1545.71
            0.416           0.0545                0          -604539           201733             1085
            0.416          0.06675                0          -609577         -36989.4          846.983
            0.416            0.079                0          -525672          -169305          251.734
            0.416          0.09125                0          -404478          -245387          1063.83
            0.416           0.1035                0          -268833          -282993         -300.637
            0.416          0.11575                0          -132041          -289050          438.038
            0.416            0.128                0         -5.05372          -135599        -0.313609
         0.419875             0.03                0                0                0                0
         0.419875          0.04225                0          -387204           444348         -17.4948
         0.419875           0.0545                0          -534440           170786          1756.58
         0.419875          0.06675                0          -560405         -24438.2         -170.618
         0.419875            0.079                0          -492053          -142240           1463.4
         0.419875          0.09125                0          -379072          -207276           799.03
         0.419875           0.1035                0          -255521          -240688         -926.126
         0.419875          0.11575                0          -124671          -247376         -938.904
         0.419875            0.128                0         -7.24178          -118770         -1.99036
          0.42375             0.03                0                0                0                0
          0.42375          0.04225                0          -332312           371795         -1752.76
          0.42375           0.0545                0          -481065           158598             1693
          0.42375          0.06675                0          -509524         -11954.3         -810.099
          0.42375            0.079                0          -454204          -111740          189.205
          0.42375          0.09125                0          -356195          -173026          308.227
          0.42375           0.1035                0          -240591          -200230         -225.826
          0.42375          0.11575                0          -118297          -207919         -802.419
          0.42375            0.128                0          -17.502          -117474          46.6688
         0.427625             0.03                0                0                0                0
         0.427625          0.04225                0          -298244           295160          38.1367
         0.427625           0.0545                0          -442160           128229         -240.823
         0.427625          0.06675                0          -468423         -2576.57         -768.152
         0.427625            0.079                0          -421651         -89122.2         -297.792
         0.427625          0.09125                0          -334980          -139035         -331.201
         0.427625           0.1035                0          -229081          -164048          348.769
         0.427625          0.11575                0          -112463          -169129         -105.711
         0.427625            0.128                0          22.4934         -96325.1          16.5766
           0.4315             0.03                0                0                0                0
           0.4315          0.04225                0          -271569           227906         -129.344
           0.4315           0.0545                0          -407297          96084.4         -13.1675
           0.4315          0.06675                0          -440006            -2126          366.684
           0.4315            0.079                0          -402117         -70765.9         -551.882
           0.4315          0.09125                0          -321820          -108186         -129.504
           0.4315           0.1035                0          -219972          -129319          108.254
           0.4315          0.11575                0          -108666          -133660         -555.453
           0.4315            0.128                0          1.11177         -76007.6          46.8654
         0.435375             0.03                0                0                0                0
         0.435375          0.04225                0          -251788           168913         -1883.86
         0.435375           0.0545                0          -378011          77079.4         -598.836
         0.435375          0.06675                0          -415583          1287.91         -193.164
         0.435375            0.079                0          -382594         -50161.7         -5.42157
         0.435375          0.09125                0          -307754         -79765.9         -44.5551
         0.435375           0.1035                0          -211249           -95727          235.577
         0.435375          0.11575                0          -104913         -99095.7          822.865
         0.435375            0.128                0          10.2135         -56365.7          46.3908
          0.43925             0.03                0                0                0                0
          0.43925          0.04225                0          -235483           109333         -236.938
          0.43925           0.0545                0          -361941          50177.6         -96.6207
          0.43925          0.06675                0          -399237          174.341         -51.8659
          0.43925            0.079                0          -371854         -31725.6            122.4
          0.43925          0.09125                0          -301036         -52771.3         -64.2891
          0.43925           0.1035                0          -206670         -62928.6          170.078
          0.43925          0.11575                0          -102646         -65495.5          234.638
          0.43925            0.128                0          18.5247         -37280.6          10.6045
         0.443125             0.03                0                0                0                0
         0.443125          0.04225                0          -228490          54941.7          60.5945
         0.443125           0.0545                0          -352709          25828.3          71.1201
         0.443125          0.06675                0          -391073          715.987         -29.4045
         0.443125            0.079                0          -364041         -15929.5         -72.1041
         0.443125          0.09125                0          -296109         -26258.9          58.1135
         0.443125           0.1035                0          -203347         -31400.1          37.0634
         0.443125          0.11575                0          -101337         -32524.7          108.076
         0.443125            0.128                0           11.317         -17468.1          6.34145
            0.447             0.03                0                0                0                0
            0.447          0.04225                0          -223779           1.4958          -69.373
            0.447           0.0545                0          -348979         -76.8808          13.5164
            0.447          0.06675                0          -386552         -4.79211          22.1712
            0.447            0.079                0          -361561          2.84448         -11.2471
            0.447          0.09125                0          -293660          8.18487        -0.494697
            0.447           0.1035                0          -202353          1.95768         -7.01452
            0.447          0.11575                0          -100834         -2.54602        -0.213829
            0.447            0.128                0          40.6896          26.3679        -0.890459
            0.406             0.03                0        -0.104987        -0.113249        -0.065646
            0.406          0.04225                0          -764871           803800         -4584.59
            0.406           0.0545                0          -848622           210756         -8842.26
            0.406          0.06675                0          -785431          -107658          1611.05
            0.406            0.079                0          -646853          -273618         -353.627
            0.406          0.09125                0          -483424          -370177         -3113.98
            0.406           0.1035                0          -320004          -406923         -133.125
            0.406          0.11575                0          -153509          -409408         -18.7769
            0.406            0.128                0         -186.525          -213119         -80.5576
          0.40725             0.03                0           179718      1.64231e+06         -3729.49
          0.40725          0.04225                0          -705203           761552         -1098.69
          0.40725           0.0545                0          -816657           214179          -7426.1
          0.40725          0.06675                0          -761217         -97186.9          1039.06
          0.40725            0.079                0          -631036          -257138          159.998
          0.40725          0.09125                0          -473115          -353357         -3164.07
          0.40725           0.1035                0          -313030          -389786         -630.059
          0.40725          0.11575                0          -150856          -392474         -332.374
          0.40725            0.128                0         -97.5906          -210760         -55.3561
           0.4085             0.03                0           159977      1.37561e+06           293.44
           0.4085          0.04225                0          -656542           731775         -2831.44
           0.4085           0.0545                0          -784371           217544         -5337.26
           0.4085          0.06675                0          -737004         -86715.5          467.064
           0.4085            0.079                0          -615220          -240658           673.62
           0.4085          0.09125                0          -461715          -336570         -2772.82
           0.4085           0.1035                0          -304713          -371789         -1432.96
           0.4085          0.11575                0          -148540          -377508         -188.652
           0.4085            0.128                0         -8.65578          -208402         -30.1545
          0.40975             0.03                0           109030      1.24964e+06          1423.82
          0.40975          0.04225                0          -614494           701053         -2487.12
          0.40975           0.0545                0          -752083           220908         -3248.36
          0.40975          0.06675                0          -712790         -76243.8         -104.944
          0.40975            0.079                0          -598586          -225491          1005.24
          0.40975          0.09125                0          -449722          -319826         -2188.42
          0.40975           0.1035                0          -297541          -357320         -1694.59
          0.40975          0.11575                0          -145848          -362622          139.382
          0.40975            0.128                0          40.7947          -204022           4.0097
            0.411             0.03                0          80712.4      1.15592e+06          84.3575
            0.411          0.04225                0          -576523           664749           206.81
            0.411           0.0545                0          -723093           221868         -1568.54
            0.411          0.06675                0          -688576         -65772.4          -676.94
            0.411            0.079                0          -580078          -213337          919.479
            0.411          0.09125                0          -437730          -303083         -1604.04
            0.411           0.1035                0          -291462          -342183         -1292.23
            0.411          0.11575                0          -143157          -347736           467.41
            0.411            0.128                0          11.2787          -195602          56.0955
          0.41225             0.03                0          47626.1      1.06256e+06          114.904
          0.41225          0.04225                0          -538263           629441          384.022
          0.41225           0.0545                0          -697002           220712         -248.476
          0.41225          0.06675                0          -665901         -55026.6         -1278.57
          0.41225            0.079                0          -561571          -201182          833.721
          0.41225          0.09125                0          -428841          -288474         -691.261
          0.41225           0.1035                0          -285383          -327045         -889.878
          0.41225          0.11575                0          -140465          -332851          795.437
          0.41225            0.128                0         -18.2373          -187182          108.181
           0.4135             0.03                0          11507.8           986179         -1203.63
           0.4135          0.04225                0          -504596           598469         -278.505
           0.4135           0.0545                0          -670910           219556          1071.58
           0.4135          0.06675                0          -642932         -48683.3          -154.93
           0.4135            0.079                0          -546215          -189571          624.501
           0.4135          0.09125                0          -420868          -274494          318.438
           0.4135           0.1035                0          -279305          -311908         -487.521
           0.4135          0.11575                0          -137773          -317965          1123.46
           0.4135            0.128                0         -22.3204          -172181          94.0791
          0.41475             0.03                0         -12729.2           824046         -629.292
          0.41475          0.04225                0          -477302           568417         -1545.23
          0.41475           0.0545                0          -639522           213387          1641.38
          0.41475          0.06675                0          -624353         -42510.3          711.229
          0.41475            0.079                0          -536170          -178876          207.191
          0.41475          0.09125                0          -412594          -259098          865.556
          0.41475           0.1035                0          -273226          -296770         -85.1643
          0.41475          0.11575                0          -134919          -303478          826.819
          0.41475            0.128                0         -13.6871          -153890          46.8827
            0.416             0.03                0         -34996.5           649618          285.897
            0.416          0.04225                0          -452623           534474         -1545.71
            0.416           0.0545                0          -604539           201733             1085
            0.416          0.06675                0          -609577         -36989.4          846.983
            0.416            0.079                0          -525672          -169305          251.734
            0.416          0.09125                0          -404478          -245387          1063.83
            0.416           0.1035                0          -268833          -282993         -300.637
            0.416          0.11575                0          -132041          -289050          438.038
            0.416            0.128                0         -5.05372          -135599        -0.313609
            0.398             0.03                0        0.0122924       -0.0747881      -0.00878141
            0.398          0.04225                0      -1.2513e+06           921434          10164.1
            0.398           0.0545                0      -1.1312e+06           142273          1227.05
            0.398          0.06675                0          -946048          -206165          5930.49
            0.398            0.079                0          -752529          -368322          -4062.1
            0.398          0.09125                0          -565767          -477694         -1020.64
            0.398           0.1035                0          -364544          -522768         -553.881
            0.398          0.11575                0          -177021          -520195         -792.998
            0.398            0.128                0         -324.656          -292451          -79.329
            0.399             0.03                0          0.03867        -0.104538      -0.00464099
            0.399          0.04225                0     -1.17891e+06           907934          6758.58
            0.399           0.0545                0     -1.09673e+06           154649          1503.36
            0.399          0.06675                0          -920468          -192261           5761.1
            0.399            0.079                0          -737746          -358917         -3370.06
            0.399          0.09125                0          -556575          -460605         -683.899
            0.399           0.1035                0          -358895          -506536         -448.421
            0.399          0.11575                0          -174280          -506143         -250.417
            0.399            0.128                0         -205.826          -288456         -71.7892
              0.4             0.03                0        0.0650484        -0.134289     -0.000500446
              0.4          0.04225                0     -1.11099e+06           896517          3775.18
              0.4           0.0545                0     -1.06168e+06           164363          711.555
              0.4          0.06675                0          -899049          -173634          2797.81
              0.4            0.079                0          -722963          -349513         -2677.99
              0.4          0.09125                0          -546527          -446352         -812.315
              0.4           0.1035                0          -353635          -491716          -6.8877
              0.4          0.11575                0          -171538          -492090          292.181
              0.4            0.128                0         -86.9917          -284461          -64.249
            0.401             0.03                0        0.0288473        -0.149241       -0.0155858
            0.401          0.04225                0     -1.04307e+06           885100          791.856
            0.401           0.0545                0     -1.02617e+06           171909         -950.258
            0.401          0.06675                0          -878761          -156178          963.427
            0.401            0.079                0          -708180          -340108         -1985.95
            0.401          0.09125                0          -536010          -433656         -1195.92
            0.401           0.1035                0          -348374          -476896          434.632
            0.401          0.11575                0          -168796          -478038          834.764
            0.401            0.128                0          31.8387          -280466         -56.7092
            0.402             0.03                0        -0.013918        -0.162642        -0.032688
            0.402          0.04225                0          -976544           875993         -2068.93
            0.402           0.0545                0          -990659           179455         -2612.12
            0.402          0.06675                0          -862176          -142556          2826.86
            0.402            0.079                0          -695327          -327997         -1590.47
            0.402          0.09125                0          -525493          -420960         -1579.54
            0.402           0.1035                0          -342211          -461834          1235.38
            0.402          0.11575                0          -165938          -464105          1115.94
            0.402            0.128                0          150.673          -276471         -49.1691
            0.403             0.03                0       -0.0537953        -0.172325       -0.0485103
            0.403          0.04225                0          -914533           864241         -4962.94
            0.403           0.0545                0          -955146           187001         -4273.94
            0.403          0.06675                0          -843543          -132790          2983.84
            0.403            0.079                0          -683927          -313850         -1417.96
            0.403          0.09125                0          -514976          -408264         -1963.15
            0.403           0.1035                0          -336588          -447953          1024.68
            0.403          0.11575                0          -162831          -450431          832.266
            0.403            0.128                0          66.3738          -260633         -57.0161
            0.404             0.03                0       -0.0708597        -0.152633       -0.0542223
            0.404          0.04225                0          -852520           852489         -7857.03
            0.404           0.0545                0          -919633           194547          -5935.8
            0.404          0.06675                0          -824172          -124412          2526.24
            0.404            0.079                0          -672159          -299986         -1175.42
            0.404          0.09125                0          -504459          -395568         -2346.76
            0.404           0.1035                0          -331059          -434276          638.735
            0.404          0.11575                0          -159724          -436756          548.579
            0.404            0.128                0         -17.9276          -244795         -64.8634
            0.405             0.03                0       -0.0879235        -0.132941       -0.0599341
            0.405          0.04225                0          -812605           837598         -7373.28
            0.405           0.0545                0          -884120           202093         -7597.61
            0.405          0.06675                0          -804801          -116035          2068.64
            0.405            0.079                0          -659506          -286802         -764.521
            0.405          0.09125                0          -493941          -382872         -2730.37
            0.405           0.1035                0          -325532          -420600          252.806
            0.405          0.11575                0          -156616          -423082          264.901
            0.405            0.128                0         -102.226          -228957         -72.7105
            0.406             0.03                0        -0.104987        -0.113249        -0.065646
            0.406          0.04225                0          -764871           803800         -4584.59
            0.406           0.0545                0          -848622           210756         -8842.26
            0.406          0.06675                0          -785431          -107658          1611.05
            0.406            0.079                0          -646853          -273618         -353.627
            0.406          0.09125                0          -483424          -370177         -3113.98
            0.406           0.1035                0          -320004          -406923         -133.125
            0.406          0.11575                0          -153509          -409408         -18.7769
            0.406            0.128                0         -186.525          -213119         -80.5576
           0.3188           0.0378                0     -6.01662e+06       2.3812e+06          -1042.5
         0.319412        0.0395585                0     -7.02006e+06      1.79305e+06         -1869.19
         0.319824         0.041415                0     -8.09657e+06      1.26216e+06         -1946.76
         0.320015        0.0433346                0     -8.73967e+06           217229         -2463.36
         0.319974        0.0452772                0     -9.45401e+06          -791868         -3293.56
           0.3197        0.0472008                0     -9.67629e+06     -2.07749e+06         -3074.04
         0.319201        0.0490642                0     -9.98775e+06     -3.33184e+06         -1130.81
         0.318495        0.0508298                0     -9.71469e+06     -4.64063e+06         -185.324
         0.317607        0.0524662                0          107.656          67.9136          26.3317
           0.3287         0.036825                0     -5.45231e+06          -213326          2124.69
         0.329447        0.0399021                0     -5.66259e+06          -605162         -4421.48
         0.329962         0.043112                0      -5.7956e+06     -1.13061e+06         -5199.08
