            x [m]            y [m]            z [m]         Ex [V/m]         Ey [V/m]         Ez [V/m]
         0.316898       0.00858744                0     -3.83777e+06           326575          5320.09
         0.317119       0.00920585                0     -3.89352e+06           350746          3530.08
         0.317467       0.00982947                0      -3.9453e+06           362000          2155.43
         0.317937        0.0104553                0     -4.00243e+06           362719          1217.86
         0.328434       0.00635139                0     -4.12041e+06          2413.17         -3027.66
         0.327653       0.00684406                0     -4.13267e+06          18138.9         -1795.97
         0.327082       0.00737238                0     -4.14482e+06            31540         -641.451
         0.326731       0.00793207                0     -4.15888e+06          41401.9         -1550.78
         0.326609       0.00851817                0     -4.17457e+06          41798.9         -7194.61
         0.326716       0.00912511                0     -4.17976e+06          34934.3         -8148.33
         0.327051       0.00974694                0     -4.18058e+06          24227.4         -7068.48
         0.327608        0.0103775                0      -4.1789e+06          8318.61         -5653.77
         0.328375        0.0110106                0     -4.18397e+06         -20976.3          -4200.7
         0.339152       0.00702709                0     -3.91166e+06          -108039          59.9863
         0.338121       0.00747022                0     -3.94736e+06          -112653         -364.214
         0.337351       0.00796284                0     -3.97501e+06          -118773         -759.438
         0.336863       0.00849951                0     -3.99391e+06          -126364          -1118.8
         0.336669       0.00907328                0      -4.0036e+06          -135347         -1436.22
         0.336775       0.00967598                0     -4.00385e+06          -145599         -1706.71
         0.337177        0.0102986                0     -3.99365e+06          -160485          -923.18
         0.337863        0.0109317                0     -3.97388e+06          -178096          426.889
         0.338813        0.0115659                0     -3.94548e+06          -196985          1990.47
         0.349869       0.00770278                0     -3.52567e+06          -115748          3609.56
         0.348708       0.00810345                0     -3.56609e+06          -128473          1601.29
         0.347824       0.00856492                0     -3.59682e+06          -140719         -5.64844
         0.347246       0.00908104                0     -3.61677e+06          -152220         -1159.43
         0.346997       0.00964315                0     -3.62461e+06          -164289          -1142.9
         0.347084        0.0102405                0     -3.62052e+06          -175535         -448.348
         0.347502        0.0108611                0     -3.60492e+06          -185174          656.953
         0.348234        0.0114921                0     -3.57844e+06          -193067          2139.79
          0.34925        0.0121212                0      -3.5421e+06          -199147          3954.05
         0.360586       0.00837848                0     -3.25309e+06         -73170.7          -1535.3
         0.359415       0.00874388                0     -3.26785e+06         -87042.6         -1132.45
         0.358504       0.00917898                0     -3.28676e+06         -99653.6         -2676.91
         0.357891       0.00967721                0     -3.29843e+06          -110622         -4084.87
         0.357603        0.0102284                0      -3.3013e+06          -120206          -5088.2
         0.357652        0.0108193                0     -3.29622e+06          -127522         -5894.18
         0.358032        0.0114348                0      -3.2835e+06          -132365         -6504.61
         0.358722        0.0120589                0     -3.26373e+06          -134708         -6911.81
         0.359687        0.0126765                0     -3.23653e+06          -133758         -6333.49
         0.371303       0.00905417                0     -3.14556e+06         -9467.01           2824.7
         0.370245       0.00939162                0     -3.14436e+06         -16416.4          2831.85
         0.369399       0.00980536                0     -3.14262e+06         -21068.6          2631.58
         0.368807        0.0102886                0     -3.13929e+06         -26366.3           738.07
         0.368499        0.0108296                0      -3.1329e+06         -26840.6          51.9526
          0.36849        0.0114128                0     -3.12664e+06         -27945.5          890.869
         0.368774          0.01202                0     -3.12045e+06         -25867.2          2901.15
         0.369331        0.0126322                0     -3.11344e+06         -18748.7          2909.42
         0.370125        0.0132318                0     -3.10591e+06         -7200.51          1203.57
         0.382021       0.00972987                0     -3.24912e+06         -48077.6         -496.515
         0.381199        0.0100468                0     -3.24426e+06         -15112.8          477.131
         0.380514        0.0104444                0     -3.24192e+06            15069          1114.12
         0.380004        0.0109157                0     -3.24128e+06          36906.7           1284.3
         0.379697        0.0114475                0     -3.24042e+06          44990.1          756.669
         0.379607        0.0120216                0      -3.2345e+06            54865         -1325.01
         0.379733         0.012617                0     -3.24284e+06          68150.3         -4557.21
         0.380061        0.0132121                0     -3.25676e+06          86664.4         -3093.66
         0.380563         0.013787                0     -3.27485e+06           105741         -2340.11
         0.392738        0.0104056                0     -1.57112e+06     -2.70887e+06         -2517.14
         0.392279        0.0107096                0     -2.32366e+06     -2.61897e+06          4954.01
         0.391858        0.0110966                0     -3.11497e+06     -2.58097e+06          13136.4
         0.391495        0.0115592                0     -3.87988e+06      -2.4787e+06          18304.5
         0.391209        0.0120827                0     -4.49575e+06     -1.81445e+06          6241.13
         0.391015        0.0126464                0     -5.14278e+06     -1.19327e+06         -6380.22
         0.390918        0.0132263                0     -5.35489e+06          -492529         -11845.9
         0.390916        0.0137986                0     -5.20139e+06           326627         -11188.6
            0.391        0.0143423                0     -5.09744e+06      1.12274e+06         -11139.5
           0.3075           0.0099                0     -2.31888e+06           643760           4217.4
         0.307876          0.01085                0         -15.9947          9.82807          7.40872
         0.308252           0.0118                0          1.10644         -1.33961          12.9909
         0.308629          0.01275                0          18.2076         -12.5079          18.5727
         0.309005           0.0137                0          35.3086          -23.675           24.155
         0.309381          0.01465                0          32.0128         -22.9482          19.5934
         0.309757           0.0156                0          28.7181         -22.2219          15.0317
         0.310134          0.01655                0          25.4243         -21.4961          10.4703
          0.31051           0.0175                0          22.1295         -20.7699          5.90861
         0.317937        0.0104553                0     -4.00243e+06           362719          1217.86
         0.318298        0.0114062                0     -4.06531e+06           381822          1064.76
         0.318658        0.0123571                0     -4.13211e+06           374695          7855.98
         0.319019         0.013308                0     -4.20319e+06           364836          5258.18
         0.319379        0.0142589                0     -4.33306e+06           362157         -14906.3
          0.31974        0.0152098                0     -4.41919e+06           335355         -7397.19
           0.3201        0.0161607                0     -4.48852e+06           310536         -3141.43
         0.320461        0.0171116                0     -4.54195e+06           288388           7745.6
         0.320821        0.0180625                0     -4.62632e+06           234953          2548.08
         0.328375        0.0110106                0     -4.18397e+06         -20976.3          -4200.7
          0.32872        0.0119624                0     -4.20788e+06         -47241.4         -3686.39
         0.329064        0.0129142                0     -4.24324e+06         -73705.9         -4048.96
         0.329409         0.013866                0     -4.27861e+06          -100170         -4411.57
         0.329754        0.0148178                0     -4.31398e+06          -126634         -4774.14
         0.330098        0.0157696                0      -4.3282e+06          -152981         -5248.38
         0.330443        0.0167214                0     -4.32475e+06          -181572         -5625.57
         0.330788        0.0176732                0     -4.32992e+06          -230382         -4318.58
         0.331132         0.018625                0     -4.33509e+06          -279191         -3011.63
         0.338813        0.0115659                0     -3.94548e+06          -196985          1990.47
         0.339141        0.0125186                0     -3.93728e+06          -219672          3335.38
          0.33947        0.0134713                0     -3.92128e+06          -239677          3985.17
         0.339799         0.014424                0      -3.9084e+06          -259283          4102.76
         0.340128        0.0153767                0     -3.89551e+06          -278889          4220.34
         0.340457        0.0163294                0     -3.88262e+06          -298495          4337.92
         0.340786        0.0172821                0     -3.87093e+06          -329979           3558.6
         0.341115        0.0182348                0     -3.85939e+06          -362892          2671.45
         0.341444        0.0191875                0     -3.84785e+06          -395805           1784.3
          0.34925        0.0121212                0      -3.5421e+06          -199147          3954.05
         0.349563        0.0130748                0     -3.52953e+06          -216011          5266.96
         0.349876        0.0140284                0     -3.51696e+06          -232876          6579.85
         0.350189         0.014982                0     -3.50326e+06          -249498          7394.72
         0.350502        0.0159356                0     -3.48328e+06          -266942          7891.56
         0.350816        0.0168892                0      -3.4588e+06          -287242          6309.41
         0.351129        0.0178428                0     -3.43432e+06          -307542          4727.24
         0.351442        0.0187964                0     -3.40785e+06          -324621          4020.67
         0.351755          0.01975                0     -3.38035e+06          -340022          3770.22
         0.359687        0.0126765                0     -3.23653e+06          -133758         -6333.49
         0.359985         0.013631                0     -3.21832e+06          -140205         -4556.02
         0.360282        0.0145855                0     -3.19704e+06          -145008         -3581.78
          0.36058          0.01554                0     -3.17576e+06          -149812         -2607.54
         0.360877        0.0164945                0     -3.15448e+06          -154615          -1633.3
         0.361174         0.017449                0      -3.1332e+06          -159419         -659.065
         0.361472        0.0184035                0     -3.11192e+06          -164222           315.17
         0.361769         0.019358                0     -3.09084e+06          -170372          2007.49
         0.362066        0.0203125                0     -3.07008e+06          -178745          4885.23
         0.370125        0.0132318                0     -3.10591e+06         -7200.51          1203.57
         0.370407        0.0141872                0      -3.0946e+06         -4905.89         -494.656
         0.370688        0.0151426                0      -3.0833e+06         -2611.76         -2192.85
          0.37097         0.016098                0     -3.06994e+06          8082.62         -1526.96
         0.371251        0.0170534                0     -3.05372e+06          19194.9          150.786
         0.371533        0.0180088                0     -3.03734e+06          30230.9          1864.07
         0.371814        0.0189642                0     -3.02096e+06          41266.9          3577.36
         0.372096        0.0199196                0     -2.99368e+06          41132.5          1868.45
         0.372377         0.020875                0     -2.96522e+06          42826.2          1079.58
         0.380563         0.013787                0     -3.27485e+06           105741         -2340.11
         0.380828        0.0147434                0     -3.27093e+06           132457         -3115.41
         0.381094        0.0156997                0     -3.26851e+06           159982          -3060.8
          0.38136         0.016656                0     -3.27043e+06           191650          180.823
         0.381626        0.0176123                0     -3.26337e+06           237855          3419.89
         0.381891        0.0185686                0     -3.25998e+06           288430          2007.29
         0.382157        0.0195249                0     -3.23647e+06           328274          1178.74
         0.382423        0.0204812                0      -3.2084e+06           365684          482.699
         0.382689        0.0214375                0     -3.18121e+06           402568         -721.252
            0.391        0.0143423                0     -5.09744e+06      1.12274e+06         -11139.5
          0.39125        0.0152995                0     -4.55364e+06      1.09067e+06         -7912.88
           0.3915        0.0162568                0     -4.07892e+06      1.05712e+06         -4849.71
          0.39175         0.017214                0     -3.92706e+06      1.01665e+06         -2546.72
            0.392        0.0181712                0     -3.77519e+06           976168         -243.706
          0.39225        0.0191284                0     -3.59591e+06           876205          1134.29
           0.3925        0.0200856                0     -3.38152e+06           700084          1328.45
          0.39275        0.0210428                0     -3.16713e+06           523966          1522.63
            0.393            0.022                0     -2.95273e+06           347846          1716.79
          0.31051           0.0175                0          22.1295         -20.7699          5.90861
         0.310634        0.0178125                0          23.5839         -18.3514          10.7463
         0.310757         0.018125                0           25.038         -15.9329          15.5848
         0.310881        0.0184375                0          26.4921         -13.5144          20.4233
         0.311005          0.01875                0          27.9451         -11.0954          25.2614
         0.311129        0.0190625                0          29.3992         -8.67682          30.0999
         0.311252         0.019375                0          30.8533         -6.25829          34.9385
         0.311376        0.0196875                0          32.3074         -3.83976           39.777
           0.3115             0.02                0          33.7616         -1.42123          44.6155
         0.320821        0.0180625                0     -4.62632e+06           234953          2548.08
         0.320929        0.0183828                0     -4.65204e+06           220973          4363.98
         0.321038        0.0187031                0      -4.6779e+06           207139          6086.44
         0.321146        0.0190234                0     -4.70297e+06           193251          6173.99
         0.321254        0.0193437                0     -4.72411e+06           176672          5292.15
         0.321363        0.0196641                0     -4.74526e+06           160096          4410.29
         0.321471        0.0199844                0     -4.76641e+06           143517          3528.44
         0.321579        0.0203047                0     -4.78756e+06           126938           2646.6
         0.321688         0.020625                0      -4.8087e+06           110362          1764.73
         0.331132         0.018625                0     -4.33509e+06          -279191         -3011.63
         0.331225        0.0189531                0     -4.33801e+06          -295472         -2598.23
         0.331318        0.0192812                0     -4.34092e+06          -311753         -2184.85
         0.331411        0.0196094                0     -4.34383e+06          -328033          -1771.5
         0.331504        0.0199375                0     -4.34596e+06          -340473         -2408.17
         0.331597        0.0202656                0     -4.34796e+06          -352645         -3111.92
         0.331689        0.0205938                0     -4.34995e+06          -364818         -3815.65
         0.331782        0.0209219                0     -4.35194e+06          -376991         -4519.38
         0.331875          0.02125                0     -4.35394e+06          -389163         -5223.12
         0.341444        0.0191875                0     -3.84785e+06          -395805           1784.3
         0.341521        0.0195234                0     -3.84552e+06          -407190          1432.94
         0.341598        0.0198594                0     -3.84297e+06          -417126          826.567
         0.341676        0.0201953                0     -3.84043e+06          -427061           220.22
         0.341753        0.0205313                0     -3.83788e+06          -436997         -386.159
          0.34183        0.0208672                0     -3.83534e+06          -446933          -992.51
         0.341908        0.0212031                0     -3.83279e+06          -456868         -1598.89
         0.341985        0.0215391                0     -3.82806e+06          -465976         -1805.98
         0.342062         0.021875                0     -3.82159e+06          -474429         -1697.54
         0.351755          0.01975                0     -3.38035e+06          -340022          3770.22
         0.351817        0.0200938                0     -3.37259e+06          -346057           3614.6
         0.351879        0.0204375                0     -3.36482e+06          -352093          3458.96
         0.351941        0.0207813                0     -3.35706e+06          -358128          3303.34
         0.352002         0.021125                0      -3.3493e+06          -364163           3147.7
         0.352064        0.0214688                0     -3.34153e+06          -370198          2992.11
         0.352126        0.0218125                0     -3.33377e+06          -376234          2836.46
         0.352188        0.0221562                0     -3.32601e+06          -382269          2680.83
          0.35225           0.0225                0     -3.31824e+06          -388305          2525.23
         0.362066        0.0203125                0     -3.07008e+06          -178745          4885.23
         0.362113        0.0206641                0     -3.06412e+06          -182844          6076.51
         0.362159        0.0210156                0     -3.05815e+06          -186943          7267.72
         0.362205        0.0213672                0     -3.05226e+06          -190804          8157.69
         0.362252        0.0217187                0     -3.04642e+06          -194502          8842.27
         0.362298        0.0220703                0     -3.04057e+06          -198200          9526.68
         0.362345        0.0224219                0     -3.03473e+06          -201898          10211.3
         0.362391        0.0227734                0     -3.02888e+06          -205596          10895.9
         0.362438         0.023125                0     -3.02304e+06          -209294          11580.4
         0.372377         0.020875                0     -2.96522e+06          42826.2          1079.58
         0.372408        0.0212344                0      -2.9541e+06            42116          904.147
         0.372439        0.0215937                0     -2.94299e+06          41405.8          728.714
          0.37247        0.0219531                0     -2.93187e+06          40695.6           553.28
         0.372501        0.0223125                0     -2.92076e+06          39985.4          377.847
         0.372532        0.0226719                0     -2.90964e+06          39275.9          202.473
         0.372563        0.0230312                0      -2.8979e+06          38572.6          248.722
         0.372594        0.0233906                0     -2.88569e+06          37874.3          459.881
         0.372625          0.02375                0     -2.87349e+06            37176          671.041
         0.382689        0.0214375                0     -3.18121e+06           402568         -721.252
         0.382704        0.0218047                0     -3.16631e+06           414664         -1021.22
          0.38272        0.0221719                0     -3.15103e+06           426925         -1112.66
         0.382735        0.0225391                0     -3.13524e+06           436452         -849.247
         0.382751        0.0229062                0     -3.11945e+06           445978         -585.904
         0.382766        0.0232734                0     -3.10272e+06           455980          -433.16
         0.382782        0.0236406                0     -3.08563e+06           466165         -322.672
         0.382797        0.0240078                0     -3.06855e+06           476349         -212.192
         0.382813         0.024375                0     -3.05147e+06           486534         -101.705
            0.393            0.022                0        -0.332272         0.206427        -0.157877
            0.393         0.022375                0         -54266.8          77.8958         -1.69971
            0.393          0.02275                0          -108533          155.585         -3.24154
            0.393         0.023125                0          -162799          233.274         -4.78338
            0.393           0.0235                0          -217066          310.963         -6.32521
            0.393         0.023875                0          -271332          388.653         -7.86705
            0.393          0.02425                0          -325598          466.342         -9.40889
            0.393         0.024625                0          -379865          544.031         -10.9507
            0.393            0.025                0          -434131          621.721         -12.4926
           0.3115             0.02                0     -4.39747e+06      1.70739e+06         -1678.54
         0.312101         0.021715                0     -5.01315e+06      1.51114e+06           4001.7
         0.312615        0.0236905                0     -5.49499e+06      1.23448e+06         -3123.77
         0.313029        0.0258665                0     -5.91339e+06           920250         -2220.13
         0.313322        0.0281954                0     -6.34029e+06           572679          -1269.5
         0.313472        0.0306398                0     -6.76485e+06           171359          27.4243
         0.313453          0.03317                0     -7.13623e+06          -349226         -194.318
         0.313239        0.0357616                0     -7.46818e+06          -945305          27.6404
         0.312803         0.038394                0     -7.75515e+06     -1.63517e+06          1350.77
         0.321688         0.020625                0      -4.8087e+06           110362          1764.73
         0.321651        0.0222097                0      -4.9696e+06          39109.1         -796.935
         0.321724        0.0240459                0     -5.09471e+06         -71586.3          2858.09
         0.321893        0.0260716                0     -5.24834e+06          -226691          4276.87
         0.322141        0.0282323                0     -5.37484e+06          -402198         -4392.38
         0.322446        0.0304802                0     -5.43983e+06          -667558         -6052.58
         0.322784        0.0327727                0     -5.48389e+06          -902436          2819.03
         0.323128        0.0350723                0     -5.46109e+06     -1.14193e+06          4280.23
         0.323453        0.0373448                0     -5.42149e+06     -1.41483e+06         -1859.28
         0.331875          0.02125                0     -4.35394e+06          -389163         -5223.12
         0.331358        0.0227125                0     -4.42375e+06          -435596         -6391.84
          0.33109        0.0244113                0     -4.46966e+06          -503070          646.533
         0.331072         0.026284                0     -4.49703e+06          -589950          6867.21
         0.331295        0.0282707                0     -4.50333e+06          -698315          11452.5
          0.33174        0.0303149                0     -4.49706e+06          -838398          23.3164
         0.332378        0.0323643                0     -4.42329e+06          -954589         -2651.52
         0.333178        0.0343717                0     -4.32361e+06     -1.05086e+06          -2200.4
         0.334103        0.0362955                0     -4.21813e+06     -1.14392e+06          -170.62
         0.342062         0.021875                0     -3.82159e+06          -474429         -1697.54
         0.341223        0.0232235                0     -3.85751e+06          -515767         -2077.94
         0.340724        0.0247872                0     -3.87572e+06          -557157         -2285.67
         0.340583        0.0265042                0     -3.85612e+06          -616270         -1755.36
         0.340804        0.0283106                0     -3.82913e+06          -679721          268.684
         0.341369        0.0301436                0     -3.78344e+06          -745419         -671.318
         0.342247        0.0319441                0     -3.70791e+06          -817347         -445.679
         0.343393        0.0336596                0     -3.61281e+06          -861728          19.6845
         0.344752        0.0352463                0     -3.51122e+06          -880013          676.187
          0.35225           0.0225                0     -3.31824e+06          -388305          2525.23
         0.351252         0.023743                0     -3.34298e+06          -422406          849.137
         0.350638         0.025174                0     -3.36204e+06          -463871          3552.21
         0.350445        0.0267324                0      -3.3472e+06          -518354          337.873
         0.350688         0.028352                0      -3.3005e+06          -556349         -73.7129
         0.351354         0.029966                0      -3.2295e+06          -584036          543.708
         0.352403        0.0315118                0     -3.13964e+06          -602896          1482.64
         0.353777        0.0329358                0     -3.06051e+06          -606180           2266.7
         0.355402         0.034197                0     -2.97793e+06          -594844         -267.692
         0.362438         0.023125                0     -3.02304e+06          -209294          11580.4
         0.361448        0.0242711                0     -3.02396e+06          -247474            15494
         0.360844        0.0255722                0     -3.00782e+06          -284791          12096.1
         0.360677        0.0269692                0     -2.97508e+06          -313778          7928.34
          0.36097        0.0283951                0     -2.92683e+06          -332704          3174.16
         0.361713        0.0297817                0     -2.86589e+06          -338753         -185.729
         0.362859        0.0310667                0     -2.79681e+06          -327529          2188.23
         0.364334        0.0321999                0     -2.72918e+06          -297247          3013.39
         0.366051        0.0331478                0     -2.65571e+06          -256511          2241.44
         0.372625          0.02375                0     -2.87349e+06            37176          671.041
         0.371816        0.0248082                0     -2.83509e+06          11627.3          -906.27
         0.371355        0.0259823                0     -2.79368e+06         -5310.54         -1588.32
           0.3713         0.027215                0     -2.75326e+06         -11771.4         -1203.08
         0.371676          0.02844                0     -2.70538e+06         -11130.2         -314.205
         0.372469        0.0295904                0     -2.64962e+06          6282.31          1175.62
         0.373627        0.0306082                0     -2.59002e+06          41128.3          1288.28
         0.375069        0.0314516                0     -2.54836e+06          93636.5          1129.18
         0.376701        0.0320985                0      -2.5166e+06           157339         -9.82135
         0.382813         0.024375                0     -3.05147e+06           486534         -101.705
         0.382359        0.0253543                0     -2.97859e+06           484388          -1976.3
         0.382186        0.0264049                0     -2.90209e+06           497488         -5646.75
         0.382338        0.0274704                0      -2.8398e+06           523723         -4277.55
         0.382831        0.0284868                0     -2.79116e+06           565485         -1594.12
         0.383644        0.0293917                0     -2.74173e+06           630355          1260.23
         0.384722        0.0301359                0     -2.71074e+06           731341          2276.94
         0.385986        0.0306906                0      -2.6725e+06           848811         -1066.47
          0.38735        0.0310493                0     -2.66112e+06      1.03868e+06          621.264
            0.393            0.025                0          -434131          621.721         -12.4926
         0.393083        0.0259098                0     -4.88287e+06      1.07668e+06          8968.19
         0.393351        0.0268405                0     -5.12903e+06      2.05686e+06          10430.1
         0.393815         0.027736                0     -4.51769e+06      2.88805e+06           465.26
         0.394464        0.0285355                0     -3.91608e+06      3.77268e+06         -12722.3
         0.395264         0.029185                0     -2.81667e+06      3.99765e+06         -5292.77
          0.39616        0.0296489                0     -1.77475e+06      4.27401e+06             2225
          0.39709        0.0299165                0          -936937      3.79764e+06         -2939.66
            0.398             0.03                0          -123020      3.38268e+06         -8910.42
            0.416             0.03                0         -24472.8           537738          375.158
            0.416          0.04225                0          -385361           457382          -41.484
            0.416           0.0545                0          -522177           161561          730.146
            0.416          0.06675                0          -519866         -22326.7          -3528.8
            0.416            0.079                0          -450481          -144815          239.623
            0.416          0.09125                0          -349613          -212067          1.81848
            0.416           0.1035                0          -232731          -242940          763.712
            0.416          0.11575                0          -113251          -248309          -260.97
            0.416            0.128                0          15.3416          -117032       -0.0507507
         0.419875             0.03                0                0                0                0
         0.419875          0.04225                0          -328777           384531          97.0995
         0.419875           0.0545                0          -470041           150312          156.363
         0.419875          0.06675                0          -474794         -10681.2         -3279.04
         0.419875            0.079                0          -415101          -118125          753.669
         0.419875          0.09125                0          -328835          -178216          383.717
         0.419875           0.1035                0          -219855          -207227          70.4305
         0.419875          0.11575                0          -108364          -213775          643.635
         0.419875            0.128                0         -6.95045          -102509          7.12905
          0.42375             0.03                0                0                0                0
          0.42375          0.04225                0          -284608           313073         -990.261
          0.42375           0.0545                0          -416540           134156          1415.44
          0.42375          0.06675                0          -433231         -10569.9         -236.481
          0.42375            0.079                0          -389714         -96391.8          760.124
          0.42375          0.09125                0          -307701          -147263         -228.335
          0.42375           0.1035                0          -208721          -172488         -304.545
          0.42375          0.11575                0          -102946          -179951          1024.04
          0.42375            0.128                0         -21.4007          -101389          33.6553
         0.427625             0.03                0                0                0                0
         0.427625          0.04225                0          -253709           260112         -1548.41
         0.427625           0.0545                0          -379145           104085          231.926
         0.427625          0.06675                0          -405468         -3375.99          255.406
         0.427625            0.079                0          -363771         -74845.1           462.63
         0.427625          0.09125                0          -289878          -120152         -240.227
         0.427625           0.1035                0          -196595          -140873         -226.856
         0.427625          0.11575                0         -97389.1          -146231          51.8468
         0.427625            0.128                0          10.7204         -83095.8          11.5323
           0.4315             0.03                0                0                0                0
           0.4315          0.04225                0          -233197           201308         -208.466
           0.4315           0.0545                0          -350749          81073.7         -611.084
           0.4315          0.06675                0          -378713          1984.01          151.341
           0.4315            0.079                0          -344102         -57669.6         -732.725
           0.4315          0.09125                0          -277388         -94766.5          100.381
           0.4315           0.1035                0          -188481          -111571         -267.599
           0.4315          0.11575                0         -93490.2          -114965          135.597
           0.4315            0.128                0         -11.1363         -65559.7          34.5525
         0.435375             0.03                0                0                0                0
         0.435375          0.04225                0          -215144           144075          104.934
         0.435375           0.0545                0          -325619          64807.8         -1279.76
         0.435375          0.06675                0          -356311          254.359          51.2043
         0.435375            0.079                0          -329120         -44095.5         -657.755
         0.435375          0.09125                0          -266185         -67827.2         -25.7602
         0.435375           0.1035                0          -181872         -81965.5         -118.577
         0.435375          0.11575                0         -91039.3         -84822.4         0.191711
         0.435375            0.128                0          3.90162         -48613.9          41.5782
          0.43925             0.03                0                0                0                0
          0.43925          0.04225                0          -204443          95236.1          90.4026
          0.43925           0.0545                0          -310753          42960.4           -236.7
          0.43925          0.06675                0          -342987           95.601          68.7036
          0.43925            0.079                0          -319312         -27126.3          50.1591
          0.43925          0.09125                0          -259689         -44776.1         -78.9303
          0.43925           0.1035                0          -178194         -54096.8          172.748
          0.43925          0.11575                0         -88451.7           -56216          -136.21
          0.43925            0.128                0          13.7587         -32146.3           6.7912
         0.443125             0.03                0                0                0                0
         0.443125          0.04225                0          -196150          46784.7          129.024
         0.443125           0.0545                0          -302488          22423.6          6.79121
         0.443125          0.06675                0          -336050         -68.8491          26.4252
         0.443125            0.079                0          -313414         -13599.8         -102.991
         0.443125          0.09125                0          -254772         -22543.7         -23.6288
         0.443125           0.1035                0          -175388         -27068.1          16.9995
         0.443125          0.11575                0         -87307.7           -28045         -42.0242
         0.443125            0.128                0          9.14382         -15061.5          2.63809
            0.447             0.03                0                0                0                0
            0.447          0.04225                0          -192143         -3.62033        -0.883377
            0.447           0.0545                0          -299669         -81.2702         -6.91171
            0.447          0.06675                0          -332376         -63.5173          3.88627
            0.447            0.079                0          -311150         -5.05166         -4.80797
            0.447          0.09125                0          -252866          15.1469         -2.87923
            0.447           0.1035                0          -174380          6.55518         -4.11088
            0.447          0.11575                0           -86908          4.66376         -3.87842
            0.447            0.128                0          36.5771          22.3285         0.892168
            0.406             0.03                0        -0.164287        -0.177216        -0.102725
            0.406          0.04225                0          -662645           685642          493.245
            0.406           0.0545                0          -733875           177732          6398.13
            0.406          0.06675                0          -670013         -89956.4         -966.968
            0.406            0.079                0          -552672          -238732         -486.002
            0.406          0.09125                0          -419691          -314884         -1501.22
            0.406           0.1035                0          -277262          -350140              697
            0.406          0.11575                0          -133167          -353037         -211.614
            0.406            0.128                0         -49.7889          -199121          11.2926
          0.40725             0.03                0           167678      1.41931e+06         -2428.63
          0.40725          0.04225                0          -615510           658916          2528.68
          0.40725           0.0545                0          -706513           181000          3461.04
          0.40725          0.06675                0          -647680         -79699.9          355.298
          0.40725            0.079                0          -540112          -226806         -388.921
          0.40725          0.09125                0          -408803          -300875         -2259.85
          0.40725           0.1035                0          -270406          -335244          275.413
          0.40725          0.11575                0          -131157          -338599         -106.868
          0.40725            0.128                0         -23.8968          -191523          12.0661
           0.4085             0.03                0           151797      1.18986e+06         -924.087
           0.4085          0.04225                0          -568369           627108          820.522
           0.4085           0.0545                0          -679522           183896          409.546
           0.4085          0.06675                0          -625213         -69642.4          1444.62
           0.4085            0.079                0          -527553          -214881         -291.839
           0.4085          0.09125                0          -397937          -287978         -1914.16
           0.4085           0.1035                0          -263550          -320347         -146.175
           0.4085          0.11575                0          -129352          -325016          382.064
           0.4085            0.128                0          1.99533          -183924          12.8395
          0.40975             0.03                0           107166      1.08066e+06          31.3109
          0.40975          0.04225                0          -523060           603066         -733.472
          0.40975           0.0545                0          -648819           185338           555.31
          0.40975          0.06675                0          -602509         -59934.2          2125.07
          0.40975            0.079                0          -514993          -202955         -194.756
          0.40975          0.09125                0          -388364          -273699         -1247.46
          0.40975           0.1035                0          -258047          -306529         -569.124
          0.40975          0.11575                0          -127244          -311779          509.127
          0.40975            0.128                0          11.7184          -176407          21.4149
            0.411             0.03                0          83196.3           999175          340.871
            0.411          0.04225                0          -487628           577915          -763.49
            0.411           0.0545                0          -618422           180368         -124.686
            0.411          0.06675                0          -584028           -51066          2290.68
            0.411            0.079                0          -502050          -190870          -226.75
            0.411          0.09125                0          -378792          -259420         -580.776
