x y c
0  0.052  500485.5434438999
0  0.05325  499512.7402924033
0  0.0545  498331.8421883793
0  0.05575  496978.3426263091
0  0.057  495499.9237998507
0  0.05825  493949.9999058571
0  0.0595  492380.5561793915
0  0.06075  490835.3176493685
0  0.062  489344.280339931

0.0015625  0.052  500683.0385959875
0.0015625  0.05325  499699.9850109278
0.0015625  0.0545  498494.4165566039
0.0015625  0.05575  497105.3532285914
0.0015625  0.057  495585.6072868596
0.0015625  0.05825  493994.2958075989
0.0015625  0.0595  492389.0229123987
0.0015625  0.06075  490818.3950399731
0.0015625  0.062  489315.4700103252

0.003125  0.052  501301.7364520535
0.003125  0.05325  500286.4482121525
0.003125  0.0545  499001.2274872344
0.003125  0.05575  497497.4737115221
0.003125  0.057  495844.6904415319
0.003125  0.05825  494120.0490429336
0.003125  0.0595  492398.9802842819
0.003125  0.06075  490746.0788797121
0.003125  0.062  489205.5309485354

0.004687500000000001  0.052  502429.333809254
0.004687500000000001  0.05325000000000001  501352.6218205488
0.004687500000000001  0.05450000000000001  499913.5176713353
0.004687500000000001  0.05575  498189.9074507957
0.004687500000000001  0.057  496283.950061102
0.004687500000000001  0.05825  494305.1989629213
0.004687500000000001  0.0595  492361.1996357542
0.004687500000000001  0.06075  490548.2354048641
0.004687500000000001  0.062  488934.7305038093

0.00625  0.052  504242.3295722806
0.00625  0.05325  503056.927962888
0.00625  0.0545  501346.1905266732
0.00625  0.05575  499246.300514279
0.00625  0.057  496917.2132447199
0.00625  0.05825  494512.8298245814
0.00625  0.0595  492184.9686171244
0.00625  0.06075  490086.9216540329
0.00625  0.062  488341.5043927386

0.0078125  0.052  507080.4551362018
0.0078125  0.05325000000000001  505684.3836223657
0.0078125  0.05450000000000001  503478.6995646629
0.0078125  0.05575  500755.0428237687
0.0078125  0.057  497769.8854443976
0.0078125  0.05825  494703.924257642
0.0078125  0.0595  491735.9975414724
0.0078125  0.06075  489115.2501439764
0.0078125  0.062  487111.441579475

0.009375000000000001  0.052  511680.6736238666
0.009375000000000001  0.05325  509751.2039529162
0.009375000000000001  0.0545  506512.6259438174
0.009375000000000001  0.05575  502775.9172793225
0.009375000000000001  0.057  498885.181306889
0.009375000000000001  0.05825  494905.3130563865
0.009375000000000001  0.0595  490899.0724288724
0.009375000000000001  0.06075  487197.2356468565
0.009375000000000001  0.062  484549.0526173559

0.0109375  0.052  520483.243689254
0.0109375  0.05325  516090.9519282714
0.0109375  0.0545  510283.4059967387
0.0109375  0.05575  505145.2634802363
0.0109375  0.057  500324.3127808824
0.0109375  0.05825  495411.9982509748
0.0109375  0.0595  490002.550790603
0.0109375  0.06075  483732.1066158558
0.0109375  0.062  478372.2777079748

0.0125  0.052  576077.6924370119
0.0125  0.05325  521184.1764635118
0.0125  0.0545  512994.3651159895
0.0125  0.05575  507311.09942078
0.0125  0.057  502140.688667088
0.0125  0.05825  496893.2295264391
0.0125  0.0595  491015.6951774285
0.0125  0.06075  482762.8773958225
0.0125  0.062  430721.7467134934

