x y c
0.406  0.02  129895.9470172366
0.406  0.02125  116376.1914194201
0.406  0.0225  118473.1363063165
0.406  0.02375  124159.9427018039
0.406  0.025  133890.9534893103
0.406  0.02625  149651.2925194098
0.406  0.0275  176179.1061173255
0.406  0.02875  228649.0648647677
0.406  0.03  519814.3909890652

0.4072500000000001  0.02  112618.559120918
0.4072500000000001  0.02125  114064.4831692548
0.4072500000000001  0.0225  116817.1211868874
0.4072500000000001  0.02375  122263.3063244753
0.4072500000000001  0.025  131294.4171860616
0.4072500000000001  0.02625  145601.4360945421
0.4072500000000001  0.0275  168449.4886287635
0.4072500000000001  0.02875  205754.1069920224
0.4072500000000001  0.03  255604.2948933608

0.4085  0.02  107838.9456260548
0.4085  0.02125  109653.4975734399
0.4085  0.0225  112463.3745232026
0.4085  0.02375  117023.6524324773
0.4085  0.025  124178.0573325065
0.4085  0.02625  135022.0362858374
0.4085  0.0275  150824.7841350467
0.4085  0.02875  171731.4468838451
0.4085  0.03  192915.7980050049

0.40975  0.02  102917.2269480233
0.40975  0.02125  104415.1664056811
0.40975  0.0225  106477.2360460892
0.40975  0.02375  109503.0303807694
0.40975  0.025  114094.6907754372
0.40975  0.02625  120992.5643377868
0.40975  0.0275  130842.5788448551
0.40975  0.02875  143408.7535430432
0.40975  0.03  156564.6345715246

0.411  0.02  97788.78059410697
0.411  0.02125  98857.93494631168
0.411  0.0225  99796.87483387144
0.4109999999999999  0.02375  100866.7021911363
0.411  0.025  102547.6522538766
0.4109999999999999  0.02625  105572.8496618611
0.411  0.0275  110909.760182615
0.411  0.02875  119288.1131505246
0.411  0.03  130141.8290435763

0.41225  0.02  93045.5786134107
0.41225  0.02125  93690.14758576838
0.41225  0.0225  93338.5841864815
0.41225  0.02375  92219.13518087592
0.41225  0.025  90735.62130841039
0.41225  0.02625  89715.92708167978
0.41225  0.0275  90906.84157820392
0.41225  0.02875  96877.2979067456
0.41225  0.03  108613.819438876

0.4135  0.02  89493.35533875732
0.4135  0.02125  89754.96566865318
0.4135  0.0225  88022.1830873424
0.4135  0.02375  84672.44572871216
0.4135  0.025  79877.29800058487
0.4135  0.02625  74173.76937527994
0.4135  0.0275  69906.93583141119
0.4135  0.02875  73385.54148480305
0.4135  0.03  90294.90009012242

0.41475  0.02  88471.09463490621
0.41475  0.02125  87974.22078237255
0.41475  0.0225  84649.65888386742
0.41475  0.02375  79414.9186716379
0.41475  0.025  71744.26724249488
0.41475  0.02625  61044.82873787855
0.41475  0.0275  47990.36761390378
0.41475  0.02875  43833.26372120427
0.41475  0.03  78597.20619822903

0.416  0.02  107280.2177322093
0.416  0.02125  88148.73249735283
0.416  0.0225  83540.65024905297
0.416  0.02375  77510.27926709296
0.416  0.025  68630.33520809433
0.416  0.02625  55407.87831713077
0.416  0.0275  35137.76485070035
0.416  0.02875  109.5940850913812
0.416  0.03  152729.3758046726

